Date,Origin,Destination
7/6/1959,Bagnères-de-Bigorre,Saint-Gaudens
7/7/1959,Saint-Gaudens,Albi
7/8/1959,Albi,Aurillac
7/9/1959,Aurillac,Clermont-Ferrand
7/10/1959,Puy de Dôme,Puy de Dôme
7/11/1959,Clermont-Ferrand,Saint-Étienne
7/13/1959,Saint-Étienne,Grenoble
7/14/1959,Grenoble,Saint-Vincent
7/15/1959,Saint-Vincent,Annecy
7/16/1959,Annecy,Chalon-sur-Saône
7/17/1959,Seurre,Dijon
7/18/1959,Dijon,Paris
6/26/1958,Brussels,Ghent
6/27/1958,Ghent,Dunkirk
6/28/1958,Dunkirk,Mers-les-Bains
6/29/1958,Le Tréport,Versailles
6/30/1958,Versailles,Caen
7/1/1958,Caen,Saint-Brieuc
7/2/1958,Saint-Brieuc,Brest
7/3/1958,Châteaulin,Châteaulin
7/4/1958,Quimper,Saint-Nazaire
7/5/1958,Saint-Nazaire,Royan
7/6/1958,Royan,Bordeaux
7/7/1958,Bordeaux,Dax
7/8/1958,Dax,Pau
7/9/1958,Pau,Luchon
7/10/1958,Luchon,Toulouse
7/11/1958,Toulouse,Béziers
7/12/1958,Béziers,Nîmes
7/13/1958,Bédoin,Mont-Ventoux
7/14/1958,Carpentras,Gap
7/15/1958,Gap,Briançon
7/16/1958,Briançon,Aix-les-Bains
7/17/1958,Aix-les-Bains,Besançon
7/18/1958,Besançon,Dijon
7/19/1958,Dijon,Paris
6/27/1957,Nantes,Granville
6/28/1957,Granville,Caen
6/29/1957,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen"
6/29/1957,Caen,Rouen
6/30/1957,Rouen,Roubaix
7/1/1957,Roubaix,Charleroi
7/2/1957,Charleroi,Metz
7/3/1957,Metz,Colmar
7/4/1957,Colmar,Besançon
7/5/1957,Besançon,Thonon-les-Bains
7/7/1957,Thonon-les-Bains,Briançon
7/8/1957,Briançon,Cannes
7/9/1957,Cannes,Marseille
7/10/1957,Marseille,Alès
7/11/1957,Alès,Perpignan
7/12/1957,Perpignan,Barcelona
7/12/1957,Montjuïc circuit,Montjuïc circuit
7/14/1957,Barcelona ,Ax-les-Thermes
7/15/1957,Ax-les-Thermes,Saint-Gaudens
7/16/1957,Saint-Gaudens,Pau
7/17/1957,Pau,Bordeaux
7/18/1957,Bordeaux,Libourne
7/19/1957,Libourne,Tours
7/20/1957,Tours,Paris
7/5/1956,Reims,Liège
7/6/1956,Liège,Lille
7/7/1956,Lille,Rouen
7/8/1956,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts
7/8/1956,Rouen,Caen
7/9/1956,Caen,Saint-Malo
7/10/1956,Saint-Malo,Lorient
7/11/1956,Lorient,Angers
7/12/1956,Angers,La Rochelle
7/13/1956,La Rochelle,Bordeaux
7/15/1956,Bordeaux,Bayonne
7/16/1956,Bayonne,Pau
7/17/1956,Pau,Luchon
7/18/1956,Luchon,Toulouse
7/19/1956,Toulouse,Montpellier
7/20/1956,Montpellier,Aix-en-Provence
7/22/1956,Aix-en-Provence,Gap
7/23/1956,Gap,Turin
7/24/1956,Turin,Grenoble
7/25/1956,Grenoble,Saint-Étienne
7/26/1956,Saint-Étienne,Lyon
7/27/1956,Lyon,Montluçon
7/28/1956,Montluçon,Paris
7/7/1955,Le Havre,Dieppe
7/7/1955,Dieppe,Dieppe
7/8/1955,Dieppe,Roubaix
7/9/1955,Roubaix,Namur
7/10/1955,Namur,Metz
7/11/1955,Metz,Colmar
7/12/1955,Colmar,Zürich
7/13/1955,Zürich,Thonon-les-Bains
7/14/1955,Thonon-les-Bains,Briançon
7/15/1955,Briançon,Monaco
7/16/1955,Monaco,Marseille
7/18/1955,Marseille,Avignon
7/19/1955,Avignon,Millau
7/20/1955,Millau,Albi
7/21/1955,Albi,Narbonne
7/22/1955,Narbonne,Ax-les-Thermes
7/24/1955,Ax-les-Thermes,Toulouse
7/25/1955,Toulouse,Saint-Gaudens
7/26/1955,Saint-Gaudens,Pau
7/27/1955,Pau,Bordeaux
7/28/1955,Bordeaux,Poitiers
7/29/1955,Châtellerault,Tours
7/30/1955,Tours,Paris
7/8/1954,Amsterdam,Brasschaat
7/9/1954,Beveren,Lille
7/10/1954,Lille,Rouen
7/11/1954,Rouen,Circuit des Essarts
7/11/1954,Rouen,Caen
7/12/1954,Caen,Saint-Brieuc
7/13/1954,Saint-Brieuc,Brest
7/14/1954,Brest,Vannes
7/15/1954,Vannes,Angers
7/16/1954,Angers,Bordeaux
7/18/1954,Bordeaux,Bayonne
7/19/1954,Bayonne,Pau
7/20/1954,Pau,Luchon
7/21/1954,Luchon,Toulouse
7/22/1954,Toulouse,Millau
7/23/1954,Millau,Le Puy
7/24/1954,Le Puy,Lyon
7/26/1954,Lyon,Grenoble
7/27/1954,Grenoble,Briançon
7/28/1954,Briançon,Aix-les-Bains
7/29/1954,Aix les Bains,Besançon
7/30/1954,Besançon,Épinal
7/30/1954,Epinal,Nancy
7/31/1954,Nancy,Troyes
8/1/1954,Troyes,Paris
7/3/1953,Strasbourg,Metz
7/4/1953,Metz,Liège
7/5/1953,Liège,Lille
7/6/1953,Lille,Dieppe
7/7/1953,Dieppe,Caen
7/8/1953,Caen,Le Mans
7/9/1953,Le Mans,Nantes
7/10/1953,Nantes,Bordeaux
7/12/1953,Bordeaux,Pau
7/13/1953,Pau,Cauterets
7/14/1953,Cauterets,Luchon
7/15/1953,Luchon,Albi
7/16/1953,Albi,Béziers
7/17/1953,Béziers,Nîmes
7/18/1953,Nîmes,Marseille
7/19/1953,Marseille,Monaco
7/21/1953,Monaco,Gap
7/22/1953,Gap,Briançon
7/23/1953,Briançon,Lyon
7/24/1953,Lyon,St. Etienne
7/25/1953,St. Etienne,Montluçon
7/26/1953,Montluçon,Paris
6/25/1952,Brest,Rennes
6/26/1952,Rennes,Le Mans
6/27/1952,Le Mans,Rouen
6/28/1952,Rouen,Roubaix
6/29/1952,Roubaix,Namur
6/30/1952,Namur,Metz
7/1/1952,Metz,Nancy
7/2/1952,Nancy,Mulhouse
7/3/1952,Mulhouse,Lausanne
7/4/1952,Lausanne,Alpe d'Huez
7/6/1952,Le Bourg-d'Oisans,Sestriere
7/7/1952,Sestriere,Monaco
7/8/1952,Monaco,Aix-en-Provence
7/9/1952,Aix-en-Provence,Avignon
7/10/1952,Avignon,Perpignan
7/11/1952,Perpignan,Toulouse
7/13/1952,Toulouse,Bagnères-de-Bigorre
7/14/1952,Bagnères-de-Bigorre,Pau
7/15/1952,Pau,Bordeaux
7/16/1952,Bordeaux,Limoges
7/17/1952,Limoges,Puy de Dôme
7/18/1952,Clermont-Ferrand,Vichy
7/19/1952,Vichy,Paris
7/4/1951,Metz,Reims
7/5/1951,Reims,Ghent
7/6/1951,Ghent,Le Tréport
7/7/1951,Le Tréport,Paris
7/8/1951,Paris,Caen
7/9/1951,Caen,Rennes
7/10/1951,La Guerche-de-Bretagne,Angers
7/11/1951,Angers,Limoges
7/13/1951,Limoges,Clermont-Ferrand
7/14/1951,Clermont-Ferrand,Brive
7/15/1951,Brive,Agen
7/16/1951,Agen,Dax
7/17/1951,Dax,Tarbes
7/18/1951,Tarbes,Luchon
7/19/1951,Luchon,Carcassonne
7/20/1951,Carcassonne,Montpellier
7/22/1951,Montpellier,Avignon
7/23/1951,Avignon,Marseille
7/24/1951,Marseille,Gap
7/25/1951,Gap,Briançon
7/26/1951,Briançon,Aix-les-Bains
7/27/1951,Aix-les-Bains,Geneva
7/28/1951,Geneva,Dijon
7/29/1951,Dijon,Paris
7/13/1950,Paris,Metz
7/14/1950,Metz,Liège
7/15/1950,Liège,Lille
7/16/1950,Lille,Rouen
7/17/1950,Rouen,Dinard
7/19/1950,Dinard,St. Brieuc
7/20/1950,St. Brieuc,Angers
7/21/1950,Angers,Niort
7/22/1950,Niort,Bordeaux
7/23/1950,Bordeaux,Pau
7/25/1950,Pau,St. Gaudens
7/26/1950,Saint-Gaudens,Perpignan
7/27/1950,Perpignan,Nîmes
7/28/1950,Nîmes,Toulon
7/29/1950,Toulon,Menton
7/30/1950,Menton,Nice
8/1/1950,Nice,Gap
8/2/1950,Gap,Briançon
8/3/1950,Briançon,Saint-Étienne
8/5/1950,Saint-Étienne,Lyon
8/6/1950,Lyon,Dijon
8/7/1950,Dijon,Paris
6/30/1949,Paris,Reims
7/1/1949,Reims,Brussels
7/2/1949,Brussels,Boulogne-sur-Mer
7/3/1949,Boulogne-sur-Mer,Rouen
7/4/1949,Rouen,Saint-Malo
7/5/1949,Saint-Malo,Les Sables-d'Olonne
7/7/1949,Les Sables-d'Olonne,La Rochelle
7/8/1949,La Rochelle,Bordeaux
7/9/1949,Bordeaux,San Sebastián
7/10/1949,San Sebastián,Pau
7/12/1949,Pau,Luchon
7/13/1949,Luchon,Toulouse
7/14/1949,Toulouse,Nîmes
7/15/1949,Nîmes,Marseille
7/16/1949,Marseille,Cannes
7/18/1949,Cannes,Briançon
7/19/1949,Briançon,Aosta
7/21/1949,Aosta,Lausanne
7/22/1949,Lausanne,Colmar
7/23/1949,Colmar,Nancy
7/24/1949,Nancy,Paris
6/30/1948,Paris,Trouville
7/1/1948,Trouville,Dinard
7/2/1948,Dinard,Nantes
7/3/1948,Nantes,La Rochelle
7/4/1948,La Rochelle,Bordeaux
7/5/1948,Bordeaux,Biarritz
7/7/1948,Biarritz,Lourdes
7/8/1948,Lourdes,Toulouse
7/10/1948,Toulouse,Montpellier
7/11/1948,Montpellier,Marseille
7/12/1948,Marseille,Sanremo
7/13/1948,Sanremo,Cannes
7/15/1948,Cannes,Briançon
7/16/1948,Briançon,Aix-les-Bains
7/18/1948,Aix-les-Bains,Lausanne
7/19/1948,Lausanne,Mulhouse
7/21/1948,Mulhouse,Strasbourg
7/22/1948,Strasbourg,Metz
7/23/1948,Metz,Liège
7/24/1948,Liège,Roubaix
7/25/1948,Roubaix,Paris
6/25/1947,Paris,Lille
6/26/1947,Lille,Brussels
6/27/1947,Brussels,Luxembourg City
6/28/1947,Luxembourg City,Strasbourg
6/29/1947,Strasbourg,Besançon
7/1/1947,Besançon,Lyon
7/2/1947,Lyon,Grenoble
7/3/1947,Grenoble,Briançon
7/5/1947,Briançon,Digne
7/6/1947,Digne,Nice
7/8/1947,Nice,Marseille
7/9/1947,Marseille,Montpellier
7/10/1947,Montpellier,Carcassonne
7/11/1947,Carcassonne,Luchon
7/13/1947,Luchon,Pau
7/14/1947,Pau,Bordeaux
7/15/1947,Bordeaux,Les Sables-d'Olonne
7/16/1947,Les Sables-d'Olonne,Vannes
7/18/1947,Vannes,Saint-Brieuc
7/19/1947,Saint-Brieuc,Caen
7/20/1947,Caen,Paris
7/10/1939,Paris,Caen
7/11/1939,Caen,Vire
7/11/1939,Vire,Rennes
7/12/1939,Rennes,Brest
7/13/1939,Brest,Lorient
7/14/1939,Lorient,Nantes
7/15/1939,Nantes,La Rochelle
7/15/1939,La Rochelle,Royan
7/17/1939,Royan,Bordeaux
7/18/1939,Bordeaux,Salies-de-Béarn
7/18/1939,Salies-de-Béarn,Pau
7/19/1939,Pau,Toulouse
7/21/1939,Toulouse,Narbonne
7/21/1939,Narbonne,Béziers
7/21/1939,Béziers,Montpellier
7/22/1939,Montpellier,Marseille
7/23/1939,Marseille,Saint-Raphaël
7/23/1939,Saint-Raphaël,Monaco
7/24/1939,Monaco,Monaco
7/25/1939,Monaco,Digne
7/26/1939,Digne,Briançon
7/27/1939,Briançon,Briançon
7/27/1939,Bonneval,Bourg-Saint-Maurice
7/27/1939,Bourg-Saint-Maurice,Annecy
7/29/1939,Annecy,Dôle
7/29/1939,Dôle,Dijon
7/30/1939,Dijon,Troyes
7/30/1939,Troyes,Paris
7/5/1938,Paris,Caen
7/6/1938,Caen,Saint-Brieuc
7/7/1938,Saint-Brieuc,Nantes
7/8/1938,Nantes,La Roche-sur-Yon
7/8/1938,La Roche-sur-Yon,La Rochelle
7/8/1938,La Rochelle,Royan
7/10/1938,Royan,Bordeaux
7/11/1938,Bordeaux,Arcachon
7/11/1938,Arcachon,Bayonne
7/12/1938,Bayonne,Pau
7/14/1938,Pau,Luchon
7/16/1938,Luchon,Perpignan
7/17/1938,Perpignan,Narbonne
7/17/1938,Narbonne,Béziers
7/17/1938,Béziers,Montpellier
7/18/1938,Montpellier,Marseille
7/19/1938,Marseille,Cannes
7/21/1938,Cannes,Digne
7/22/1938,Digne,Briançon
7/23/1938,Briançon,Aix-les-Bains
7/25/1938,Aix-les-Bains,Besançon
7/26/1938,Besançon,Belfort
7/26/1938,Belfort,Strasbourg
7/27/1938,Strasbourg,Metz
7/28/1938,Metz,Reims
7/30/1938,Reims,Laon
7/30/1938,Laon,Saint-Quentin
7/30/1938,Saint-Quentin,Lille
7/31/1938,Lille,Paris
6/30/1937,Paris,Lille
7/1/1937,Lille,Charleville
7/2/1937,Charleville,Metz
7/3/1937,Metz,Belfort
7/4/1937,Belfort,Lons-le-Saunier
7/4/1937,Lons-le-Saunier,Champagnole
7/4/1937,Champagnole,Geneva
7/6/1937,Geneva,Aix-les-Bains
7/7/1937,Aix-les-Bains,Grenoble
7/8/1937,Grenoble,Briançon
7/9/1937,Briançon,Digne
7/11/1937,Digne,Nice
7/13/1937,Nice,Toulon
7/13/1937,Toulon,Marseille
7/14/1937,Marseille,Nîmes
7/14/1937,Nîmes,Montpellier
7/15/1937,Montpellier,Narbonne
7/15/1937,Narbonne,Perpignan
7/17/1937,Perpignan,Bourg-Madame
7/17/1937,Bourg-Madame,Ax-les-Thermes
7/17/1937,Ax-les-Thermes,Luchon
7/19/1937,Luchon,Pau
7/21/1937,Pau,Bordeaux
7/22/1937,Bordeaux,Royan
7/22/1937,Royan,Saintes
7/22/1937,Saintes,La Rochelle
7/23/1937,La Rochelle,La Roche-sur-Yon
7/23/1937,La Roche-sur-Yon,Rennes
7/24/1937,Rennes,Vire
7/24/1937,Vire,Caen
7/25/1937,Caen,Paris
7/7/1936,Paris,Lille
7/8/1936,Lille,Charleville
7/9/1936,Charleville,Metz
7/10/1936,Metz,Belfort
7/11/1936,Belfort,Évian-les-Bains
7/13/1936,Évian-les-Bains,Aix-les-Bains
7/14/1936,Aix-les-Bains,Grenoble
7/15/1936,Grenoble,Briançon
7/16/1936,Briançon,Digne
7/18/1936,Digne,Nice
7/19/1936,Nice,Cannes
7/21/1936,Cannes,Marseille
7/22/1936,Marseille,Nîmes
7/22/1936,Nîmes,Montpellier
7/23/1936,Montpellier,Narbonne
7/23/1936,Narbonne,Perpignan
7/25/1936,Perpignan,Luchon
7/27/1936,Luchon,Pau
7/29/1936,Pau,Bordeaux
7/30/1936,Bordeaux,Saintes
7/30/1936,Saintes,La Rochelle
7/31/1936,La Rochelle,La Roche-sur-Yon
7/31/1936,La Roche-sur-Yon,Cholet
7/31/1936,Cholet,Angers
8/1/1936,Angers,Vire
8/1/1936,Vire,Caen
8/2/1936,Caen,Paris
7/4/1935,Paris,Lille
7/5/1935,Lille,Charleville
7/6/1935,Charleville,Metz
7/7/1935,Metz,Belfort
7/8/1935,Belfort,"Geneva, Switzerland"
7/8/1935,Geneva,Evian
7/10/1935,Evian,Aix-les-Bains
7/11/1935,Aix-les-Bains,Grenoble
7/12/1935,Grenoble,Gap
7/13/1935,Gap,Digne
7/14/1935,Digne,Nice
7/16/1935,Nice,Cannes
7/17/1935,Cannes,Marseille
7/18/1935,Marseille,Nîmes
7/18/1935,Nîmes,Montpellier
7/19/1935,Montpellier,Narbonne
7/19/1935,Narbonne,Perpignan
7/20/1935,Perpignan,Luchon
7/22/1935,Luchon,Pau
7/24/1935,Pau,Bordeaux
7/25/1935,Bordeaux,Rochefort
7/25/1935,Rochefort,La Rochelle
7/26/1935,La Rochelle,La Roche sur Yon
7/26/1935,La Roche sur Yon,Nantes
7/27/1935,Nantes,Vire
7/27/1935,Vire,Caen
7/28/1935,Caen,Paris
7/3/1934,Paris,Lille
7/4/1934,Lille,Charleville
7/5/1934,Charleville,Metz
7/6/1934,Metz,Belfort
7/7/1934,Belfort,Evian
7/9/1934,Evian,Aix-les-Bains
7/10/1934,Aix-les-Bains,Grenoble
7/11/1934,Grenoble,Gap
7/12/1934,Gap,Digne
7/13/1934,Digne,Nice
7/15/1934,Nice,Cannes
7/16/1934,Cannes,Marseille
7/17/1934,Marseille,Montpellier
7/18/1934,Montpellier,Perpignan
7/20/1934,Perpignan,Ax-les-Thermes
7/21/1934,Ax-les-Thermes,Luchon
7/22/1934,Luchon,Tarbes
7/23/1934,Tarbes,Pau
7/25/1934,Pau,Bordeaux
7/26/1934,Bordeaux,La Rochelle
7/27/1934,La Rochelle,La Roche sur Yon
7/27/1934,La Roche sur Yon,Nantes
7/28/1934,Nantes,Caen
7/29/1934,Caen,Paris
6/27/1933,Paris,Lille
6/28/1933,Lille,Charleville
6/29/1933,Charleville,Metz
6/30/1933,Metz,Belfort
7/1/1933,Belfort,Evian
7/3/1933,Evian,Aix-les-Bains
7/4/1933,Aix-les-Bains,Grenoble
7/5/1933,Grenoble,Gap
7/6/1933,Gap,Digne
7/7/1933,Digne,Nice
7/9/1933,Nice,Cannes
7/10/1933,Cannes,Marseille
7/11/1933,Marseille,Montpellier
7/12/1933,Montpellier,Perpignan
7/14/1933,Perpignan,Ax-les-Thermes
7/15/1933,Ax-les-Thermes,Luchon
7/16/1933,Luchon,Tarbes
7/17/1933,Tarbes,Pau
7/19/1933,Pau,Bordeaux
7/20/1933,Bordeaux,La Rochelle
7/21/1933,La Rochelle,Rennes
7/22/1933,Rennes,Caen
7/23/1933,Caen,Paris
7/6/1932,Paris,Caen
7/7/1932,Caen,Nantes
7/9/1932,Nantes,Bordeaux
7/11/1932,Bordeaux,Pau
7/12/1932,Pau,Luchon
7/14/1932,Luchon,Perpignan
7/16/1932,Perpignan,Montpellier
7/17/1932,Montpellier,Marseille
7/18/1932,Marseille,Cannes
7/19/1932,Cannes,Nice
7/21/1932,Nice,Gap
7/22/1932,Gap,Grenoble
7/23/1932,Grenoble,Aix-les-Bains
7/24/1932,Aix-les-Bains,Evian
7/25/1932,Evian,Belfort
7/26/1932,Belfort,Strasbourg
7/27/1932,Strasbourg,Metz
7/28/1932,Metz,Charleville
7/29/1932,Charleville,Malo-les-Bains
7/30/1932,Malo-les-Bains,Amiens
7/31/1932,Amiens,Paris
6/30/1931,Paris,Caen
7/1/1931,Caen,Dinan
7/2/1931,Dinan,Brest
7/3/1931,Brest,Vannes
7/4/1931,Vannes,Les Sables d'Olonne
7/5/1931,Les Sables d'Olonne,Bordeaux
7/6/1931,Bordeaux,Bayonne
7/7/1931,Bayonne,Pau
7/8/1931,Pau,Luchon
7/10/1931,Luchon,Perpignan
7/12/1931,Perpignan,Montpellier
7/13/1931,Montpellier,Marseille
7/14/1931,Marseille,Cannes
7/15/1931,Cannes,Nice
7/17/1931,Nice,Gap
7/18/1931,Gap,Grenoble
7/19/1931,Grenoble,Aix-les-Bains
7/20/1931,Aix-les-Bains,Evian
7/21/1931,Evian,Belfort
7/22/1931,Belfort,Colmar
7/23/1931,Colmar,Metz
7/24/1931,Metz,Charleville
7/25/1931,Charleville,Malo-les-Bains
7/26/1931,Malo-les-Bains,Paris
7/2/1930,Paris,Caen
7/3/1930,Caen,Dinan
7/4/1930,Dinan,Brest
7/5/1930,Brest,Vannes
7/6/1930,Vannes,Les Sables d'Olonne
7/7/1930,Les Sables d'Olonne,Bordeaux
7/8/1930,Bordeaux,Hendaye
7/9/1930,Hendaye,Pau
7/10/1930,Pau,Luchon
7/12/1930,Luchon,Perpignan
7/14/1930,Perpignan,Montpellier
7/15/1930,Montpellier,Marseille
7/16/1930,Marseille,Cannes
7/17/1930,Cannes,Nice
7/19/1930,Nice,Grenoble
7/21/1930,Grenoble,Evian
7/23/1930,Evian,Belfort
7/24/1930,Belfort,Metz
7/25/1930,Metz,Charleville
7/26/1930,Charleville,Malo-les-Bains
7/27/1930,Malo-les-Bains,Paris
6/30/1929,Paris,Caen
7/1/1929,Caen,Cherbourg
7/2/1929,Cherbourg,Dinan
7/3/1929,Dinan,Brest
7/4/1929,Brest,Vannes
7/5/1929,Vannes,Les Sables d'Olonne
7/6/1929,Les Sables d'Olonne,Bordeaux
7/7/1929,Bordeaux,Bayonne
7/9/1929,Bayonne,Luchon
7/11/1929,Luchon,Perpignan
7/13/1929,Perpignan,Marseille
7/15/1929,Marseille,Cannes
7/16/1929,Cannes,Nice
7/18/1929,Nice,Grenoble
7/20/1929,Grenoble,Evian
7/22/1929,Evian,Belfort
7/23/1929,Belfort,Strasbourg
7/24/1929,Strasbourg,Metz
7/25/1929,Metz,Charleville
7/26/1929,Charleville,Malo-les-Bains
7/27/1929,Malo-les-Bains,Dieppe
7/28/1929,Dieppe,Paris
6/17/1928,Paris,Caen
6/18/1928,Caen,Cherbourg
6/19/1928,Cherbourg,Dinan
6/20/1928,Dinan,Brest
6/21/1928,Brest,Vannes
6/22/1928,Vannes,Les Sables d'Olonne
6/23/1928,Les Sables d'Olonne,Bordeaux
6/24/1928,Bordeaux,Hendaye
6/26/1928,Hendaye,Luchon
6/28/1928,Luchon,Perpignan
6/30/1928,Perpignan,Marseille
7/2/1928,Marseille,Nice
7/4/1928,Nice,Grenoble
7/6/1928,Grenoble,Evian
7/8/1928,Evian,Pontarlier
7/9/1928,Pontarlier,Belfort
7/10/1928,Belfort,Strasbourg
7/11/1928,Strasbourg,Metz
7/12/1928,Metz,Charleville
7/13/1928,Charleville,Malo-les-Bains
7/14/1928,Malo-les-Bains,Dieppe
7/15/1928,Dieppe,Paris
6/19/1927,Paris,Dieppe
6/20/1927,Dieppe,Le Havre
6/21/1927,Le Havre,Caen
6/22/1927,Caen,Cherbourg
6/23/1927,Cherbourg,Dinan
6/24/1927,Dinan,Brest
6/25/1927,Brest,Vannes
6/26/1927,Vannes,Les Sables d'Olonne
6/27/1927,Les Sables d'Olonne,Bordeaux
6/28/1927,Bordeaux,Bayonne
6/30/1927,Bayonne,Luchon
7/2/1927,Luchon,Perpignan
7/4/1927,Perpignan,Marseille
7/5/1927,Marseille,Toulon
7/6/1927,Toulon,Nice
7/8/1927,Nice,Briançon
7/9/1927,Briançon,Evian
7/11/1927,Evian,Pontarlier
7/12/1927,Pontarlier,Belfort
7/13/1927,Belfort,Strasbourg
7/14/1927,Strasbourg,Metz
7/15/1927,Metz,Charleville
7/16/1927,Charleville,Dunkerque
7/17/1927,Dunkerque,Paris
6/20/1926,Evian,Mülhausen
6/22/1926,Mülhausen,Metz
6/24/1926,Metz,Dunkerque
6/26/1926,Dunkerque,Le Havre
6/28/1926,Le Havre,Cherbourg
6/30/1926,Cherbourg,Brest
7/2/1926,Brest,Les Sables d'Olonne
7/3/1926,Les Sables d'Olonne,Bordeaux
7/4/1926,Bordeaux,Bayonne
7/6/1926,Bayonne,Luchon
7/8/1926,Luchon,Perpignan
7/10/1926,Perpignan,Toulon
7/12/1926,Toulon,Nice
7/14/1926,Nice,Briançon
7/16/1926,Briançon,Evian
7/17/1926,Evian,Dijon
7/18/1926,Dijon,Paris
6/21/1925,Paris,Le Havre
6/23/1925,Le Havre,Cherbourg
6/25/1925,Cherbourg,Brest
6/26/1925,Brest,Vannes
6/27/1925,Vannes,Les Sables-d'Olonne
6/28/1925,Les Sables-d'Olonne,Bordeaux
6/29/1925,Bordeaux,Bayonne
7/1/1925,Bayonne,Luchon
7/3/1925,Luchon,Perpignan
7/4/1925,Perpignan,Nîmes
7/5/1925,Nîmes,Toulon
7/7/1925,Toulon,Nice
7/9/1925,Nice,Briançon
7/11/1925,Briançon,Evian
7/13/1925,Evian,Mulhouse
7/15/1925,Mulhouse,Metz
7/17/1925,Metz,Dunkerque
7/19/1925,Dunkerque,Paris
6/22/1924,Paris,Le Havre
6/24/1924,Le Havre,Cherbourg
6/26/1924,Cherbourg,Brest
6/28/1924,Brest,Les Sables-d'Olonne
6/30/1924,Les Sables-d'Olonne,Bayonne
7/2/1924,Bayonne,Luchon
7/4/1924,Luchon,Perpignan
7/6/1924,Perpignan,Toulon
7/8/1924,Toulon,Nice
7/10/1924,Nice,Briançon
7/12/1924,Briançon,Gex
7/14/1924,Gex,Strasbourg
7/16/1924,Strasbourg,Metz
7/18/1924,Metz,Dunkerque
7/20/1924,Dunkerque,Paris
6/24/1923,Paris,Le Havre
6/26/1923,Le Havre,Cherbourg
6/28/1923,Cherbourg,Brest
6/30/1923,Brest,Les Sables d'Olonne
7/2/1923,Les Sables d'Olonne,Bayonne
7/4/1923,Bayonne,Luchon
7/6/1923,Luchon,Perpignan
7/8/1923,Perpignan,Toulon
7/10/1923,Toulon,Nice
7/12/1923,Nice,Briançon
7/14/1923,Briançon,Geneva
7/16/1923,Geneva,Strasbourg
7/18/1923,Strasbourg,Metz
7/20/1923,Metz,Dunkerque
7/22/1923,Dunkerque,Paris
6/25/1922,Paris,Le Havre
6/27/1922,Le Havre,Cherbourg
6/29/1922,Cherbourg,Brest
7/1/1922,Brest,Les Sables d'Olonne
7/3/1922,Les Sables d'Olonne,Bayonne
7/5/1922,Bayonne,Luchon
7/7/1922,Luchon,Perpignan
7/9/1922,Perpignan,Toulon
7/11/1922,Toulon,Nice
7/13/1922,Nice,Briançon
7/15/1922,Briançon,Geneva
7/17/1922,Geneva,Strasbourg
7/19/1922,Strasbourg,Metz
7/21/1922,Metz,Dunkerque
7/23/1922,Dunkerque,Paris
6/26/1921,Paris,Le Havre
6/28/1921,Le Havre,Cherbourg
6/30/1921,Cherbourg,Brest
7/2/1921,Brest,Les Sables-d'Olonne
7/4/1921,Les Sables-d'Olonne,Bayonne
7/6/1921,Bayonne,Luchon
7/8/1921,Luchon,Perpignan
7/10/1921,Perpignan,Toulon
7/12/1921,Toulon,Nice
7/14/1921,Nice,Grenoble
7/16/1921,Grenoble,Geneva
7/18/1921,Geneva,Strasbourg
7/20/1921,Strasbourg,Metz
7/22/1921,Metz,Dunkerque
7/24/1921,Dunkerque,Paris
6/27/1920,Paris,Le Havre
6/29/1920,Le Havre,Cherbourg
7/1/1920,Cherbourg,Brest
7/3/1920,Brest,Les Sables d'Olonne
7/5/1920,Les Sables d'Olonne,Bayonne
7/7/1920,Bayonne,Luchon
7/9/1920,Luchon,Perpignan
7/11/1920,Perpignan,Aix-en-Provence
7/14/1920,Aix-en-Provence,Nice
7/16/1920,Nice,Grenoble
7/18/1920,Grenoble,Gex
7/20/1920,Gex,Strasbourg
7/22/1920,Strasbourg,Metz
7/24/1920,Metz,Dunkerque
7/27/1920,Dunkerque,Paris
6/29/1919,Paris,Le Havre
7/1/1919,Le Havre,Cherbourg
7/3/1919,Cherbourg,Brest
7/5/1919,Brest,Les Sables-d'Olonne
7/7/1919,Les Sables-d'Olonne,Bayonne
7/9/1919,Bayonne,Luchon
7/11/1919,Luchon,Perpignan
7/13/1919,Perpignan,Marseille
7/15/1919,Marseille,Nice
7/17/1919,Nice,Grenoble
7/19/1919,Grenoble,Geneva
7/21/1919,Geneva,Strasbourg
7/23/1919,Strasbourg,Metz
7/25/1919,Metz,Dunkerque
7/27/1919,Dunkerque,Paris
6/28/1914,Paris,Le Havre
6/30/1914,Le Havre,Cherbourg
7/2/1914,Cherbourg,Brest
7/4/1914,Brest,La Rochelle
7/6/1914,La Rochelle,Bayonne
7/8/1914,Bayonne,Luchon
7/10/1914,Luchon,Perpignan
7/12/1914,Perpignan,Marseille
7/14/1914,Marseille,Nice
7/16/1914,Nice,Grenoble
7/18/1914,Grenoble,Geneva
7/20/1914,Geneva,Belfort
7/22/1914,Belfort,Longwy
7/24/1914,Longwy,Dunkerque
7/26/1914,Dunkerque,Paris
6/29/1913,Paris,Le Havre
7/1/1913,Le Havre,Cherbourg
7/3/1913,Cherbourg,Brest
7/5/1913,Brest,La Rochelle
7/7/1913,La Rochelle,Bayonne
